"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"235110_at",86.7712800573769,315.308889447205,3.11029060181697,0.00221346539196306,0.0104889253168296,-3.302626092673,"PLAAT3"
"209130_at",80.6627162278691,283.043908652174,3.11016139354151,0.00221437800882115,0.0104923405522399,-3.30274358706084,"SNAP23"
"233893_s_at",137.668363409181,423.385457204969,3.10956647453221,0.00221858450096175,0.0105095397322894,-3.30328452050498,"UVSSA"
"228780_at",394.377097803279,1168.15737732919,3.10931491585582,0.00222036541874022,0.0105170648245362,-3.30351322651634,"POU3F3"
"1558154_at",34.0932341702459,64.3227758596273,3.10766762927064,0.00223206015789775,0.0105587375958695,-3.30501049741054,"LLGL2"
"206915_at",52.200890757082,117.460555418634,3.10745578235085,0.00223356827069686,0.0105649576261226,-3.30520300529178,"NKX2-2"
"241854_at",19.215036967541,46.5037283223602,3.10672437561463,0.00223878231454663,0.0105859571951775,-3.30586756207428,"DNASE1"
"235122_at",163.004648926229,691.946489130435,3.10657443960392,0.00223985256610263,0.0105891862560883,-3.30600377845998,"HIVEP3"
"1568943_at",17.1992847816557,37.4507752180124,3.10628990396347,0.00224188489847659,0.0105960457144025,-3.30626226358216,"INPP5D"
"226545_at",47.1243369980328,138.533208614907,3.10582142364782,0.00224523479544665,0.0106091273391276,-3.30668781076217,"CD109"
"205048_s_at",33.5892345714754,64.6138965443478,3.10534907950198,0.00224861700730387,0.0106232726928488,-3.30711681520039,"PSPHP1"
"235141_at",46.2005080406557,117.98533786646,3.10363177874956,0.00226095345638414,0.010669241241095,-3.30867610173199,"MARVELD2"
"225418_at",41.2777959977049,104.645977269565,3.10246787342444,0.00226935007165823,0.010700880997664,-3.30973251631642,"NECTIN2"
"235476_at",53.7203127269672,98.0373240857143,3.10173712759975,0.00227463652447351,0.010721185515137,-3.31039561159773,"TRIM59"
"201249_at",22.4352168525246,45.0033872111801,3.10159286416824,0.00227568151804111,0.0107233376711969,-3.31052650457837,"SLC2A1"
"217834_s_at",64.3379599370491,151.35127542236,3.10138068589582,0.00227721926944708,0.0107268858065839,-3.31071900905909,"SYNCRIP"
"205068_s_at",92.0392726721309,320.418949434783,3.10120800739904,0.00227847145732224,0.0107318596596393,-3.3108756684443,"ARHGAP26"
"203060_s_at",175.150687799016,366.480044321118,3.10065360747069,0.00228249602444875,0.0107471124816341,-3.3113785899193,"PAPSS2"
"236700_at",21.5174338610983,53.0440567981366,3.09811630112343,0.0023009991633004,0.0108211877905943,-3.31367936882361,"EIF3C"
"227064_at",298.683981150819,994.944003763975,3.09657331294653,0.00231231900959824,0.010862276986836,-3.31507777519708,"ANKRD40"
"208247_at",112.605111726065,318.076225347826,3.09637819416817,0.00231375412326921,0.0108680847671601,-3.31525457074285,"ERC2-IT1"
"1557293_at",35.7767563433016,90.0978270449689,3.09622339308777,0.00231489328288196,0.0108719858340876,-3.31539482833973,"MIR570HG"
"242274_x_at",21.3250550185246,60.3359372993789,3.09621129492309,0.00231498233343297,0.0108719858340876,-3.31540578964902,"SLC25A42"
