"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
-778.484442337705,712.61833821118,-8.79292373099864,2.19418115278092e-15,3.55601528836978e-12,4.09677024553392,"SARS1"
-338.745782772295,290.619891950311,-8.79162649508141,2.21133095207266e-15,3.55601528836978e-12,4.09490148125724,"GABBR2"
-167.857819004918,175.638813795031,-8.76409953601202,2.60834414449438e-15,4.07460617429229e-12,4.05523748376433,"EIF2B3"
-973.040130977049,811.886725217391,-8.7347139523171,3.11054672587484e-15,4.72414283992241e-12,4.01287604478211,"TUBB"
-651.737154380327,671.464623229814,-8.71486601596863,3.50300099691257e-15,5.17639404070796e-12,3.98425286603118,"PSMB2"
-280.408891519672,334.216194453416,-8.69343473471891,3.98214106634088e-15,5.72956744216283e-12,3.95333668621898,"ME3"
-291.928006814754,319.226019751553,-8.67533391728642,4.43716062220614e-15,6.22055787228515e-12,3.92721735687751,"SF3B5"
-350.847123503279,473.41574378882,-8.66442705167225,4.73590284357e-15,6.47338719930475e-12,3.91147556087053,"MTHFD1"
-4512.04925336885,4346.7278816646,-8.63606105852027,5.60972452869162e-15,7.30126194463386e-12,3.8705238918633,"ALDOA"
-120.061546754098,132.376424465839,-8.63176145868789,5.75547417411921e-15,7.30126194463386e-12,3.8643152182228,"PPP2R2D"
-189.521489280328,199.966677447205,-8.63165110209297,5.75926418926926e-15,7.30126194463386e-12,3.86415585724023,"UBE2V2"
-253.621141213115,366.105998074534,-8.62829459940294,5.87572977711733e-15,7.30126194463386e-12,3.85930877019281,"CZIB"
-374.535389136066,390.239304354037,-8.621420227782,6.12161286774831e-15,7.43775963431419e-12,3.84938089027174,"LARGE1"
-6182.63379759017,6515.97393869565,-8.61712684248538,6.28033656182709e-15,7.46472611995426e-12,3.84317997853916,"GNAS"
-1461.76946840984,1778.77682657143,-8.60421511871282,6.78272857834826e-15,7.72595177127482e-12,3.82452954711409,"ARF1"
-124.989785354754,126.508388062112,-8.59254745535165,7.27094734306617e-15,8.05950300340521e-12,3.80767343235427,"LARP4B"
-135.909217228197,122.53077363354,-8.59026695139922,7.37037311696864e-15,8.05950300340521e-12,3.80437852663191,"DZIP3"
-2229.82150804918,1910.63244391304,-8.58523462750592,7.5945766287221e-15,8.14183288579178e-12,3.79710741568452,"TUBB4B"
-502.874257309836,521.20878621118,-8.56598027240799,8.51673230886763e-15,8.95485267283342e-12,3.76928295721181,"LGALS8"
-124.10397054164,231.994944385093,-8.54940595806478,9.39905057882952e-15,9.69609604523592e-12,3.74532620785768,"DHX16"
-1278.94124818361,1092.06065040683,-8.53938184208126,9.9761281875757e-15,1.01008297899204e-11,3.73083492532578,"BSCL2"
-136.934537149016,165.636110913043,-8.53564811561375,1.01999542468165e-14,1.01396817899035e-11,3.72543686147388,"RSPH10B2"
-2033.92019178689,1743.11768783851,-8.52568159973802,1.08221398745059e-14,1.05440023024495e-11,3.71102656101665,"ATP6V1H"
-963.421972721312,1292.38692590062,-8.52259496706539,1.10223686137391e-14,1.05440023024495e-11,3.70656335597104,"BMERB1"
-633.059273895082,663.351084347826,-8.52012525020065,1.11852242074453e-14,1.05440023024495e-11,3.70299208630942,"ZCCHC17"
-1468.19236817377,1611.305904,-8.47828923725631,1.43366353905748e-14,1.32856871182996e-11,3.6424815510237,"CKMT1B"
-309.870016345902,315.821546583851,-8.46373988827214,1.56276564912607e-14,1.42407019776614e-11,3.62143149580898,"PCYOX1L"
-1646.68852765738,1040.15278918012,-8.46089845904978,1.58929443538313e-14,1.42450284023889e-11,3.61732014286228,"SNAP25"
-731.039512873771,827.190233335404,-8.45631180747881,1.63306390976364e-14,1.44012531074721e-11,3.61068332716972,"PPP1R7"
