"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
-399.781136196066,594.715355118012,-7.54377918317644,3.23761243949072e-12,6.80832538958288e-10,2.28830385540975,"CAMKV"
-294.107125496721,313.506939968944,-7.54105484504819,3.28789925082081e-12,6.85573406084432e-10,2.28436299938497,"COPS3"
-71.1015337634426,98.8759230621118,-7.54105256686027,3.28794162420507e-12,6.85573406084432e-10,2.28435970395319,"SPATS2"
-484.655615427705,560.331038673913,-7.54022928285332,3.30328981627139e-12,6.85573406084432e-10,2.28316881736805,"VPS28"
-78.613936017541,72.3274009596273,-7.53985380215072,3.31031329138162e-12,6.85573406084432e-10,2.28262568541287,"NVL"
-451.751940654099,744.615963267081,-7.53903624297205,3.3256571322961e-12,6.86152089465243e-10,2.28144309609688,"NT5C3B"
-200.655232752459,319.690027503106,-7.53448350146227,3.41239848051026e-12,7.01401830533452e-10,2.27485781574943,"EIF2B1"
-218.494261468852,335.165844459627,-7.53086825943365,3.48286964941808e-12,7.13205610793758e-10,2.26962882329468,"TLN2"
-324.694984049344,294.949489503106,-7.52974138996598,3.50512847464109e-12,7.15085445339559e-10,2.26799899375523,"PSMD8"
-1313.98402354099,1662.07940248447,-7.52794634099684,3.54087677490339e-12,7.1969307683213e-10,2.26540279819264,"DPP6"
-81.3669052452459,121.51881042236,-7.52034542921642,3.69628956084502e-12,7.46811023885513e-10,2.25441014352755,"CHMP1B"
-786.049318360656,695.999312074534,-7.51969925776444,3.70980873154721e-12,7.46811023885513e-10,2.25347567806972,"PSMB4"
-134.512763983607,178.280254372671,-7.51943870371758,3.71527386368285e-12,7.46811023885513e-10,2.2530988780297,"FUCA1"
-95.1783494132787,137.752083590062,-7.51285117073062,3.85612564290784e-12,7.72284503758192e-10,2.24357271661294,"GBA1"
-135.113675025443,134.803298110559,-7.50531364813735,4.02378023613086e-12,8.02920381060054e-10,2.23267372600926,"GRIN1"
-129.785089766393,143.232706018634,-7.50322000340434,4.07161491975623e-12,8.09511075409715e-10,2.22964657013035,"CITED1"
-214.413162293442,380.411639192547,-7.49327562967839,4.30661434880449e-12,8.53130940293064e-10,2.21526929886343,"BAG6"
-257.090346554918,280.286330639752,-7.4887435789549,4.41811732378359e-12,8.70963564390239e-10,2.20871759999183,"CUL1"
-4991.70702270492,4265.7272931677,-7.48832761750684,4.42849329493345e-12,8.70963564390239e-10,2.20811628991568,"NSF"
-115.962973236393,129.950487965217,-7.47923907332268,4.66131821197252e-12,9.12735680856991e-10,2.19497878099946,"MPV17"
-70.2376142590164,66.1057625931677,-7.47829228217663,4.68625822427594e-12,9.12735680856991e-10,2.19361028196081,"SLIT3"
-1938.85874462295,2255.59169279503,-7.47811401068619,4.69096893133634e-12,9.12735680856991e-10,2.19335260891025,"TPI1"
-393.671395594262,377.363420565217,-7.47153245642853,4.86820021263225e-12,9.4386115824705e-10,2.18384007513438,"CPNE6"
-386.504724606557,524.290872267081,-7.46835079833455,4.95623685213443e-12,9.545905202002e-10,2.17924181953657,"CCND2"
-1601.78385383115,1181.93665250932,-7.46827123990345,4.95845830337187e-12,9.545905202002e-10,2.1791268411137,"MIF"
-586.466354372132,779.453093291925,-7.46674379058849,5.00129964729213e-12,9.59459853388411e-10,2.17691938403957,"EPRS1"
-1787.17116893443,2022.40143962733,-7.46604336353319,5.02106723331397e-12,9.59884094340704e-10,2.17590714781095,"RAB6A"
-1366.06556251311,1391.73370018634,-7.46538229164274,5.03979502387319e-12,9.60107292439954e-10,2.17495179523783,"NSG2"
-2726.93239109836,3598.28107732919,-7.46418007801972,5.07403032609991e-12,9.63272944720529e-10,2.17321442979139,"EDF1"
-188.021889486885,278.783696496894,-7.46087738308425,5.16926946958426e-12,9.77213308099857e-10,2.16844172283871,"PARP1"
-354.731237607377,419.082924610559,-7.46039910413993,5.18320730405045e-12,9.77213308099857e-10,2.16775058219435,"AKR1A1"
-535.291529607377,494.321063621118,-7.45848955822523,5.23922609573146e-12,9.8438036695573e-10,2.16499122312965,"SLC17A7"
-146.726152066885,187.74150284472,-7.45108252810132,5.46224460816498e-12,1.02276789024459e-09,2.15428849480867,"METTL26"
-182.681232421639,240.383962913043,-7.44977784980566,5.50248860609728e-12,1.02678690968727e-09,2.15240342374412,"DHX30"
-146.659925598197,298.314763018634,-7.44568063361957,5.63078752519276e-12,1.0464182237654e-09,2.14648376255174,"MYDGF"
-614.733246954918,400.797125186335,-7.44520192532527,5.64596938291344e-12,1.0464182237654e-09,2.14579214652594,"YWHAH"
-2607.74849718033,3673.23544571429,-7.44412408430173,5.68030064395499e-12,1.04772257205331e-09,2.14423494769886,"ATP5MJ"
-410.952142606558,577.296578590062,-7.44377910359171,5.69133249016613e-12,1.04772257205331e-09,2.14373654563139,"TMEM50A"
-718.929511855737,688.954411180124,-7.44199191634238,5.748823624719e-12,1.05475480430037e-09,2.14115459121304,"DNAJA4"
-3587.3863125082,5119.03911929193,-7.43559582797718,5.95932268188965e-12,1.08832686418294e-09,2.13191467892463,"OLFM1"
-417.435336429672,582.942688341615,-7.43522925505339,5.97161516698456e-12,1.08832686418294e-09,2.1313851460771,"PPIB"
-145.351218811148,160.2105027,-7.43241077487622,6.06697029446753e-12,1.10203189651167e-09,2.12731380378234,"IFT122"
-519.797938873771,822.211402919255,-7.43136855598014,6.10261088232016e-12,1.10483526487038e-09,2.12580834262037,"SUPT7L"
-787.439104132459,910.967037590062,-7.42814616393279,6.21412169659825e-12,1.1193517808086e-09,2.12115381453818,"GABBR2"
-437.240517196721,658.249767204969,-7.42787092574538,6.22373921108029e-12,1.1193517808086e-09,2.12075626157119,"CKAP5"
-126.216242357049,149.90814078882,-7.42578149182384,6.29723099471387e-12,1.12885608077371e-09,2.11773834305189,"CLPP"
-7392.37591291803,7715.97503080745,-7.42369132027397,6.37160743094076e-12,1.13845632773427e-09,2.11471945079961,"MLLT11"
-513.080038331148,588.968415509317,-7.42147542739938,6.45140646686331e-12,1.14677728461755e-09,2.1115190763043,"GPHN"
-2505.77784809836,2394.81915751553,-7.42106037494186,6.46646293336958e-12,1.14677728461755e-09,2.11091963499149,"INA"
-219.774667884754,320.133491217391,-7.42065777978644,6.48110070318833e-12,1.14677728461755e-09,2.11033818867569,"UROS"
-242.003844095082,466.888295652174,-7.41945264937231,6.52511364502093e-12,1.14975184431759e-09,2.10859770480988,"ARID1B"
-4345.59565241934,4245.46283721739,-7.41904769575952,6.53996933850516e-12,1.14975184431759e-09,2.10801286612062,"GAPDH"
-90.2164821415738,74.1828556900621,-7.41600378809622,6.65271080088224e-12,1.16582359948153e-09,2.10361693119227,"SGPP2"
-655.857117116394,1050.35991,-7.41104937320479,6.84033877346292e-12,1.1948738736073e-09,2.0964623135706,"OPTN"
-641.41535102623,1109.00621145963,-7.40987019268334,6.88576086063880e-12,1.19897762756505e-09,2.09475954935793,"TECPR1"
-150.554210588852,250.987213826087,-7.40605222536972,7.0348855157705e-12,1.22105512880874e-09,2.08924652179629,"STX18"
-221.33967399836,367.805455714286,-7.40381765835185,7.12364183809503e-12,1.23254784018306e-09,2.08602002259107,"NCR3LG1"
-154.484709019672,208.023048403727,-7.40234401113283,7.18277974665684e-12,1.23885956671439e-09,2.08389227780982,"FAM20B"
-142.926671213279,149.963743057143,-7.39658358376877,7.41864232644073e-12,1.27239442988061e-09,2.07557546688629,"CKAP5"
-121.165986375738,140.505887024845,-7.39646072541157,7.4237553384895e-12,1.27239442988061e-09,2.07539809396459,"STOML2"
-1869.48954693442,3223.50366229814,-7.39039748830608,7.68046730207776e-12,1.30942272056904e-09,2.06664490082484,"FAU"
-5117.83054524591,7063.86714506832,-7.39022970723559,7.68769443626269e-12,1.30942272056904e-09,2.06640269530534,"CALM1"
-457.361921260656,556.793670869565,-7.38746203933862,7.80788625392474e-12,1.32576453706005e-09,2.06240743426339,"NDUFA9"
-786.34338054918,972.425179440994,-7.38366924422845,7.9756198193797e-12,1.35005267376033e-09,2.05693263279656,"TTC19"
-225.34518026,243.34716152795,-7.38294162191373,8.0082033870499e-12,1.35138432156467e-09,2.05588236597488,"SRSF3"
-124.354001130541,135.917020128571,-7.3796671783568,8.15647258015804e-12,1.37216965636966e-09,2.05115610728495,"DMAP1"
-87.4383184504919,100.967812204969,-7.37522345840613,8.36203776015348e-12,1.40243685440611e-09,2.04474253201827,"ASAH1"
-73.9117370153607,88.1501879086957,-7.37330032452028,8.45258198399309e-12,1.41328721704839e-09,2.0419670329785,"PRMT7"
-98.826899565082,106.074589863354,-7.37227584691188,8.50121113326214e-12,1.41612142078029e-09,2.04048852447995,"POLDIP2"
-1300.73433442623,1848.20482993789,-7.37185360537761,8.52133420094587e-12,1.41612142078029e-09,2.03987915978819,"EPM2AIP1"
-240.41993487918,308.152891950311,-7.37040858619751,8.59055760262013e-12,1.41941409049008e-09,2.03779378817096,"FAM174B"
-1754.68156622951,2459.86815937888,-7.3703563719528,8.59306929953759e-12,1.41941409049008e-09,2.03771843636974,"CUTA"
-366.846213365574,632.482189155279,-7.36926242760252,8.64585934370036e-12,1.42383240848439e-09,2.03613974994445,"VPS45"
-326.260481012132,358.116339173913,-7.36762370973286,8.72553887801972e-12,1.43263915362081e-09,2.03377494514043,"GLS2"
-97.0292937390164,136.138043385093,-7.364492369395,8.87981909075924e-12,1.45360511612952e-09,2.02925633698569,"CAMSAP1"
-99.9376580960655,147.325819273292,-7.36378174254982,8.91520527471189e-12,1.45504133849216e-09,2.02823091523281,"IPO5"
-1514.00474540984,2022.51216714286,-7.35963850000844,9.12431493873978e-12,1.4847378549869e-09,2.02225252650234,"CCDC92"
-386.020404704967,573.642348557143,-7.35739567622173,9.23952606873708e-12,1.49505718054902e-09,2.01901646826629,"TOLLIP"
-344.421351467213,514.517223708075,-7.35733969176978,9.24242024738124e-12,1.49505718054902e-09,2.01893569262124,"NAGPA"
-237.282248898377,157.629527738509,-7.35466394759789,9.38179609796737e-12,1.5131259635881e-09,2.01507515441484,"C1QTNF4"
-1034.98395805082,1166.55362403727,-7.35374953317965,9.42990154910859e-12,1.51641137411033e-09,2.0137558849547,"TLN2"
-216.464733314754,235.196564198758,-7.35203702539352,9.52065005909996e-12,1.52651478586889e-09,2.01128522151721,"CACNG3"
-489.957164667213,616.329331677019,-7.35130057481443,9.55994076793674e-12,1.52833263592673e-09,2.01022275353219,"NDUFA10"
-81.0515670077048,105.167181534161,-7.34969522713318,9.64614492047524e-12,1.53761799862094e-09,2.00790678354938,"ACLY"
-939.993416860656,878.624528590062,-7.34742705078894,9.76925330045676e-12,1.55271489593742e-09,2.00463468278413,"NMNAT2"
-159.359706272131,275.828095652174,-7.34240168561977,1.00475729927413e-11,1.59232189384965e-09,1.99738546666214,"TRAF5"
-1331.85117688525,1850.1978810559,-7.34129968905593,1.01096451030006e-11,1.59567320861719e-09,1.99579589044769,"KIAA0513"
-205.144732280328,434.871460807453,-7.34058162096148,1.01502955549454e-11,1.59567320861719e-09,1.9947601281586,"ZNF544"
-294.61276115082,440.823212310559,-7.34047625629137,1.01562739204167e-11,1.59567320861719e-09,1.99460814815024,"NSMCE1"
-3710.6281687541,3298.83413173913,-7.33355761946806,1.05565508415571e-11,1.65380921851615e-09,1.9846291674145,"LDHA"
-382.172779806557,427.65376421118,-7.3327950706599,1.06016111799739e-11,1.65612311790021e-09,1.98352938958399,"AK5"
-680.414308056885,965.465510142857,-7.32983535846109,1.07783143108873e-11,1.67433436817136e-09,1.97926091218393,"ENTPD6"
-37.1353442279672,33.835007884472,-7.32981671380991,1.07794366272761e-11,1.67433436817136e-09,1.9792340236766,"ATP6V1A"
-88.1722172684263,106.597364593789,-7.32886780760089,1.08367089554552e-11,1.67846193240655e-09,1.97786556365339,"SLC27A4"
-1409.19808537049,1291.54157987578,-7.32600787605537,1.10111494375198e-11,1.69290701170302e-09,1.97374126367868,"RUFY3"
-2134.22879008197,3861.85915093168,-7.32582895927787,1.10221542055038e-11,1.69290701170302e-09,1.97348325500519,"NOMO2"
-994.123942908198,1375.46462598758,-7.32581748278975,1.10228604694335e-11,1.69290701170302e-09,1.97346670525141,"PSMC1"
-117.951838891049,193.836683643478,-7.32515850947016,1.1063488866166e-11,1.69438726542753e-09,1.97251643344836,"TUBGCP2"
-157.856077945902,188.607697863354,-7.31693046676022,1.15834193202761e-11,1.76905991993323e-09,1.9606521073849,"ASAH2B"
-1057.34038760492,1089.05799970186,-7.31425915783552,1.17573584666001e-11,1.7906227692517e-09,1.95680061234196,"ACOT7"
-325.46970953082,412.663821863354,-7.31255677189293,1.1869551858363e-11,1.80268818848889e-09,1.95434620542613,"AP2S1"
-852.303237906344,1031.81704152981,-7.3065708981595,1.22725109586544e-11,1.85872447829482e-09,1.94571668619271,"CAMK2B"
-119.488365317377,126.587613583851,-7.30589598729976,1.23187846969303e-11,1.86057887653222e-09,1.94474376020754,"ERCC1"
-761.177217147541,1126.95918093168,-7.30130067488804,1.26384698007939e-11,1.9036042323923e-09,1.93811964305952,"LRFN5"
-1772.58030079836,1562.95096080745,-7.29876432831665,1.28184157646073e-11,1.92540352178545e-09,1.93446374726939,"SNCA"
-4748.4817287705,5802.42584037267,-7.29658375589618,1.29751437286499e-11,1.94212045075698e-09,1.93132079863102,"GLS"
-156.9184152,206.329960838509,-7.29622994963337,1.30007514399096e-11,1.94212045075698e-09,1.9308108547909,"ZWINT"
-111.416326843115,120.708817732919,-7.29478829391353,1.31056128155648e-11,1.95137460467909e-09,1.92873301843681,"FADS3"
-414.545095527754,383.832730621118,-7.29439888136205,1.31340805582424e-11,1.95137460467909e-09,1.92817177338406,"CAPNS1"
-130.775437928787,125.069192952795,-7.28987696405951,1.34691620647292e-11,1.99573559861536e-09,1.92165480192383,"ACTL6B"
-854.393377144262,1072.50326310559,-7.28743123678486,1.36539013921056e-11,2.01764069895507e-09,1.91813025224126,"RABGEF1"
-2236.41403161475,2378.32763084472,-7.28548575652341,1.3802640983619e-11,2.03412236059128e-09,1.91532672377793,"ENO2"
-287.530716714754,427.874295838509,-7.28030763841924,1.42063780514051e-11,2.08799387086175e-09,1.90786530156523,"GBA1LP"
-884.415305336066,746.151966229814,-7.27870025382587,1.43340636046887e-11,2.10111240639773e-09,1.90554928202152,"LAMP5"
-89.0188223086885,103.132550298137,-7.2763783813589,1.45205109815475e-11,2.12275117089869e-09,1.90220390606786,"COMMD4"
-884.595578008197,1480.96536629814,-7.27134692168334,1.49328042863051e-11,2.17720286494329e-09,1.89495502838716,"NCDN"
-910.432203990164,732.273043602484,-7.26996928382466,1.50476959669724e-11,2.18365257656453e-09,1.89297037000845,"DHCR24"
-418.0178898,724.955559130435,-7.25577012562468,1.62839820130915e-11,2.35536168403645e-09,1.87251773584702,"PSME3IP1"
-1578.96502079016,1302.96377719255,-7.2547745150929,1.63743400781488e-11,2.36218217354298e-09,1.87108385471667,"SNCA"
-530.342042195083,719.011903142857,-7.25279167551854,1.65557742807541e-11,2.38207094421114e-09,1.86822824536433,"TRAP1"
-604.555596587869,588.031790776398,-7.24874180141931,1.69325424754841e-11,2.42988650878502e-09,1.86239611213624,"EFNB3"
-154.275643565574,196.547846968944,-7.2433297019422,1.74492995165379e-11,2.49168309794638e-09,1.85460298472413,"GRPEL1"
-684.421052044263,980.574951838509,-7.24327796242551,1.74543141566248e-11,2.49168309794638e-09,1.85452848661972,"FARSB"
-262.617250190164,458.497796124224,-7.24230288805128,1.75490860177798e-11,2.49868822401591e-09,1.853124521774,"AMIGO1"
-1029.32789620164,1294.92013888199,-7.24060879914139,1.771495294508e-11,2.51575338252532e-09,1.85068534469475,"CELF2"
-224.272725643279,251.50526221118,-7.23855229599879,1.79183866320705e-11,2.53532315639188e-09,1.84772446671486,"UBE2D2"
-359.798007080328,628.308379149068,-7.23827997992426,1.79454972386586e-11,2.53532315639188e-09,1.84733240497955,"NFE2L1"
-396.707427065574,595.440881453416,-7.23716581549508,1.80568414656726e-11,2.5443040684332e-09,1.84572833048445,"RPL29"
-98.3667311529509,99.8128780807453,-7.23671451852877,1.81021359418476e-11,2.5443040684332e-09,1.84507860342962,"AGAP2"
-193.525857631967,224.288265037267,-7.22785826835269,1.9014064713268e-11,2.66562561076392e-09,1.83232953840047,"FAR2"
-206.385511068853,300.456641440994,-7.22660431888702,1.91468004599226e-11,2.6773690924457e-09,1.83052459020481,"IDS"
-293.436280480328,317.348389875776,-7.22497444529003,1.93206987558164e-11,2.69479388896495e-09,1.82817860060779,"SNCA"
-208.581543708197,218.965389652174,-7.2238066733501,1.9446252243359e-11,2.70540417660472e-09,1.82649779303816,"MLIP"
-190.422894626885,207.788426956522,-7.2208077662332,1.97723868198072e-11,2.74379504916995e-09,1.82218156125472,"PDHB"
-157.584772101639,228.835301465839,-7.219557897432,1.99099018664707e-11,2.75588325202351e-09,1.82038274191353,"B3GALT6"
-158.484951357377,222.907968571429,-7.21698111785556,2.01963980003865e-11,2.78847995118972e-09,1.81667436759604,"ZC3H14"
-1339.55240529508,1549.94455178261,-7.21562608435074,2.03486862591978e-11,2.80242927259859e-09,1.81472434789746,"ASNS"
-75.1466334309836,85.9039529440994,-7.21220542183367,2.07381907054935e-11,2.84889592166547e-09,1.8098019346446,"POLR3C"
-149.633774180328,173.341352770186,-7.21118573216343,2.0855719769366e-11,2.85786084809545e-09,1.80833464392642,"TMEM135"
-1303.5953642459,1495.72883860248,-7.20799615859337,2.12276144445537e-11,2.90154954938993e-09,1.80374517914923,"NPTX1"
-211.96467758623,294.424060180124,-7.20636939082093,2.14198063131437e-11,2.92051847922975e-09,1.80140454528525,"RPS6KL1"
-759.709598424591,868.010672732919,-7.19583902001692,2.27061596536603e-11,3.08820716185045e-09,1.78625509228752,"NHP2"
-525.23978295082,629.587472919255,-7.19302115850493,2.30631356080497e-11,3.12897503565786e-09,1.78220175700417,"CSNK2B"
-556.33876314918,832.982150248447,-7.19128458390337,2.32858863225246e-11,3.15122428608804e-09,1.7797039114773,"MAPT"
-84.6354753359017,96.7064750248447,-7.19084659466692,2.33424021191707e-11,3.15122428608804e-09,1.77907393310602,"MECR"
-7330.25653780328,9197.85045649689,-7.18880929890335,2.36070703013109e-11,3.1784546364306e-09,1.77614368119409,"SYT1"
-181.703805481967,262.290698571429,-7.18840171009691,2.36603756200686e-11,3.1784546364306e-09,1.77555745944989,"AARSD1"
-248.136159403279,370.777285664596,-7.18725419384371,2.38110897516015e-11,3.19086110825689e-09,1.77390705120667,"AP2A2"
-179.609820866393,197.888165068323,-7.18522156255657,2.40803860526903e-11,3.21905894237369e-09,1.77098373006256,"LSM7"
-3768.55501568852,5481.96737763975,-7.18087724977538,2.46660783419171e-11,3.27907986738516e-09,1.76473618211724,"NARS1"
-145.911454636065,263.057259142857,-7.18059980102406,2.4703957964913e-11,3.27907986738516e-09,1.76433720323706,"PSEN2"
-254.481256939344,301.749579130435,-7.18027531499189,2.47483324292266e-11,3.27907986738516e-09,1.76387058646095,"POP4"
-107.188599460164,143.03305673913,-7.18012238984973,2.476927270654e-11,3.27907986738516e-09,1.76365067846502,"DLG3"
-118.87463996659,130.129860421118,-7.17728025964081,2.51616512997324e-11,3.32297894882335e-09,1.75956379562199,"GRIN1"
-1481.40298770492,1378.40112438509,-7.17574286622899,2.53764535060541e-11,3.34327131432171e-09,1.75735318195296,"AP3M2"
-691.750156386886,772.261760559006,-7.17416209586696,2.55992052764213e-11,3.35681008916146e-09,1.75508027284037,"PPP1R11"
-472.586761937705,561.463815465838,-7.17414229031619,2.56020083617802e-11,3.35681008916146e-09,1.75505179593906,"PHF24"
-5655.64857150819,7558.36389981366,-7.1714334728578,2.59882588650358e-11,3.39930156326754e-09,1.75115710705658,"TMSB10"
-84.686241527541,91.8187041304348,-7.16880246877247,2.63689234437984e-11,3.44086131095389e-09,1.74737451510732,"PODXL2"
-2455.31532170492,2275.14250721739,-7.16781537909333,2.65131562193161e-11,3.45144480069312e-09,1.74595543289906,"RTN1"
-106.55948877623,179.685943052795,-7.15966900960199,2.77336407756673e-11,3.60033175980568e-09,1.73424502988654,"CINP"
-396.958570082623,601.796325378882,-7.15837030838092,2.79332748686586e-11,3.60966822206252e-09,1.73237834032753,"ACTR1A"
-396.076530455902,424.166302881988,-7.15798567715373,2.79926717175036e-11,3.60966822206252e-09,1.73182550045837,"CAMK2B"
-136.643672335082,246.370051124224,-7.15613359014659,2.82804325066634e-11,3.63575401349161e-09,1.7291635160482,"USP15"
-1027.48979972131,1049.61170853416,-7.15582948632233,2.83279599405107e-11,3.63575401349161e-09,1.72872644133079,"NCALD"
-3766.12577278689,6470.06458826087,-7.15254319910177,2.88466239344221e-11,3.69239468844191e-09,1.7240033961666,"RPS15"
-2351.83207372131,3026.49481354037,-7.15218110608491,2.89043425085165e-11,3.69239468844191e-09,1.72348301784246,"RAB6B"
-91.7649937095082,119.078904726708,-7.15123778079596,2.90552473260926e-11,3.70302015746879e-09,1.72212734704621,"GABRA4"
-376.06212842459,524.709562770186,-7.14910474193461,2.93993474701035e-11,3.73816121611142e-09,1.71906202085107,"LTA4H"
-758.975179434427,865.029496006211,-7.1459950009571,2.99082325431243e-11,3.79404318862023e-09,1.71459336616608,"NDRG4"
-298.11340390082,339.778668043478,-7.14464453389995,3.01319267014526e-11,3.80476464757949e-09,1.71265286035856,"FDFT1"
-388.551880008196,465.030204074534,-7.14233774977821,3.05178559731662e-11,3.84461699385452e-09,1.70933834435673,"F8A1"
-389.879883242951,339.805269359627,-7.14154354335836,3.06518548529554e-11,3.85262106686285e-09,1.70819722400624,"UBE2QL1"
-177.483190252459,222.725879484472,-7.13932713139251,3.1028890742232e-11,3.89070169633062e-09,1.70501277835812,"KIZ"
-280.362561372131,484.135712795031,-7.13864320982854,3.11461554843002e-11,3.89070169633062e-09,1.70403018128706,"NMRAL1"
-267.588952721311,343.87086426087,-7.1385142847191,3.11683098855566e-11,3.89070169633062e-09,1.70384495496823,"EIF2S1"
-230.865681680328,323.382223838509,-7.13662398132958,3.14949311964474e-11,3.92251791153932e-09,1.70112922366056,"P2RX5"
-537.098129536065,582.493611142857,-7.13371218213078,3.20046807881901e-11,3.97663522851191e-09,1.69694617312074,"PLPBP"
-945.52008457377,1213.45334493789,-7.13331456802175,3.20749178925241e-11,3.97663522851191e-09,1.69637498761513,"NAV3"
-551.711572645901,719.776503813665,-7.12947071686153,3.27618193478398e-11,4.05260740462249e-09,1.69085343769621,"TUB"
-399.669228970492,707.532265645963,-7.12848194936146,3.29408503103356e-11,4.0655552837869e-09,1.68943318802309,"BIN1"
-4454.37774704918,4024.7420142236,-7.12269196562112,3.40087760425014e-11,4.18365267250652e-09,1.68111719439669,"HSPA8"
-201.638616609836,315.81465363354,-7.12246801292846,3.40507624922799e-11,4.18365267250652e-09,1.68079555955004,"PCBP2"
-632.392036959016,868.391630391304,-7.12051704235816,3.44187011016949e-11,4.21441127027341e-09,1.67799369820221,"VPS51"
-95.419951622295,100.898807565217,-7.12032426956852,3.44552690957881e-11,4.21441127027341e-09,1.67771685688019,"CD2BP2"
-118.671083428525,133.943598217391,-7.1192123856413,3.46669378720793e-11,4.23083666999092e-09,1.6761201025968,"EMC9"
-598.364686667213,814.190767080745,-7.11739071809787,3.50165069145532e-11,4.26398110368195e-09,1.67350413101094,"AFTPH"
-537.449542554099,609.56871910559,-7.11580237070551,3.53241425883648e-11,4.29188332448632e-09,1.67122330459261,"HAGH"
-676.370279575409,841.207307763975,-7.11333415965808,3.58074975423053e-11,4.33374058642619e-09,1.66767918338331,"NDUFA13"
-278.685640809574,251.69428475528,-7.11323438126956,3.5827174120981e-11,4.33374058642619e-09,1.66753591519083,"NRXN3"
-292.084382648197,297.468039298137,-7.1118833826511,3.60946483838939e-11,4.34686101407357e-09,1.6655960977624,"PHB1"
-2730.64150688525,2789.68345049068,-7.11048939155797,3.63727017208167e-11,4.37071970678166e-09,1.66359461414916,"TUBA4A"
-276.223059838525,312.984455776398,-7.10964000482236,3.65431613006321e-11,4.38157312305277e-09,1.66237510201049,"DPCD"
-932.941678650819,1125.49355180124,-7.10596169486464,3.72904968348176e-11,4.46139587405613e-09,1.65709422640579,"ATP6V1F"
-357.166091311475,490.430464571429,-7.10454390441644,3.75825674022463e-11,4.48652155615243e-09,1.65505885501503,"PDZD11"
-651.794624745902,805.256433416149,-7.10255445014334,3.79962158565053e-11,4.52601982996607e-09,1.65220292112621,"CUEDC2"
-202.394038359016,284.710569627329,-7.10126050258867,3.82676640591226e-11,4.54183059105039e-09,1.6503454843841,"POLR2C"
-54.1052291700656,49.6796959322981,-7.10113028477484,3.82950873795012e-11,4.54183059105039e-09,1.65015856237196,"FARSA"
-148.764373785902,231.470139080745,-7.09975398587643,3.8586119326913e-11,4.56644171904539e-09,1.64818298033983,"BCS1L"
-5756.68143622952,9146.58973440994,-7.09576541528801,3.9441936196433e-11,4.65764116963277e-09,1.64245802695463,"BASP1"
-272.934848586885,431.762732111801,-7.09378217468241,3.9874425533556e-11,4.69856512079132e-09,1.63961160536036,"NBAS"
-4786.3317292623,4758.71602778882,-7.09284368030556,4.00807141193157e-11,4.71271622467438e-09,1.63826468984109,"STMN2"
-170.447616247541,274.405107521739,-7.08939361396755,4.08481653668224e-11,4.79264687002363e-09,1.63331345721733,"NPM1"
-438.768404944262,424.001093751553,-7.07929364699743,4.31792637763829e-11,5.05530245604654e-09,1.61882123330876,"PSMA1"
-238.947777100492,294.789525385093,-7.07817502062291,4.34453907275656e-11,5.06864599689152e-09,1.6172163584889,"APLP2"
-797.079958803278,886.923120049689,-7.07803571252087,4.34786460455807e-11,5.06864599689152e-09,1.61701649850839,"MKKS"
-510.120637929508,812.048332503106,-7.07538474642115,4.41162906258884e-11,5.13203870206478e-09,1.6132133885601,"CELSR2"
-228.694181584918,272.243529186335,-7.0711708636338,4.51489232154986e-11,5.24101353886919e-09,1.60716860512846,"MICAL2"
-731.934143895082,810.810536614907,-7.06800538542929,4.59403038727506e-11,5.32158075051407e-09,1.6026281611403,"RABEP1"
-213.300116564262,278.95316639441,-7.06564774735663,4.65386066409937e-11,5.37948904460112e-09,1.59924668286215,"MTFR1L"
-254.753751145902,361.670681677019,-7.06341234067004,4.71129936806913e-11,5.43439436601645e-09,1.59604069865471,"KCTD1"
-239.95084521541,247.696925716149,-7.05744826146804,4.86799370752302e-11,5.60331696755413e-09,1.58748798216931,"HIVEP2"
-994.351553868852,1258.43919308075,-7.047062671772,5.15322928602805e-11,5.90676753068309e-09,1.57259769307934,"LRPAP1"
-622.52930920164,738.652568695652,-7.04508978425894,5.20924946572662e-11,5.95220889297286e-09,1.56976951498857,"SVOP"
-138.876896712459,168.137613795031,-7.04490081651759,5.21464665703521e-11,5.95220889297286e-09,1.56949863293762,"TRAPPC2L"
-38.415296781541,40.9801503639752,-7.04350618280194,5.25465050369239e-11,5.98537533936211e-09,1.56749948925955,"PTPRF"
-65.3469336286393,67.026129668323,-7.04151659858894,5.31224493168365e-11,6.03839899459051e-09,1.56464763363028,"NSDHL"
-1213.41858271311,1775.15340388199,-7.03964239496715,5.3670692101606e-11,6.08806035405665e-09,1.56196129560108,"HK1"
-455.201125085246,607.143418819876,-7.03154682175516,5.61036979741717e-11,6.35086891664148e-09,1.55035920595584,"CAMKK1"
-214.529550609836,294.700377329193,-7.03033510232101,5.64771109293349e-11,6.37992983483757e-09,1.54862284961581,"DNM1L"
-9450.64498296721,15406.5458450373,-7.02608142214319,5.78074871489408e-11,6.51675125746049e-09,1.54252788732174,"CHN1"
-212.826372806557,276.681705937888,-7.02458689323856,5.82822205861772e-11,6.55674981594494e-09,1.54038658373383,"TRAM1L1"
-911.839712836066,1312.20236775155,-7.02291397505009,5.88181851872071e-11,6.59770798354247e-09,1.53798978923294,"CAP1"
