"","logFC","AveExpr","t","P.Value","adj.P.Val","B","colour"
"216864_at",-6.13392244872951,11.1298041865217,-1.32274144568101,0.187809147416214,0.329603426044215,-4.50871435574318,"Not Significant"
"232170_at",5.56761194927869,23.4451834645963,1.32270026857107,0.187822815228492,0.329616832695162,-4.50873161808755,"Not Significant"
"224408_at",-9.28262441372129,38.0922583708075,-1.32264740123488,0.187840364433925,0.329637049859573,-4.50875378047106,"Not Significant"
"222650_s_at",-11.429081807377,58.9167880813665,-1.32261546563272,0.187850965984324,0.32964507382588,-4.5087671677012,"Not Significant"
"218420_s_at",-6.53214343195082,40.0835822776397,-1.32253135827346,0.187878888943654,0.329683492297139,-4.50880242355684,"Not Significant"
"1562463_at",-10.4759420077049,49.1536437596273,-1.32237403084045,0.187931128672879,0.329764577174801,-4.50886836576995,"Not Significant"
"1564598_a_at",6.372187207,29.122638952795,1.3222578668218,0.187969707254676,0.329821686269236,-4.5089170498999,"Not Significant"
"220286_at",-9.37699530032786,20.2832183368944,-1.32202013128524,0.188048678661817,0.329949664832157,-4.50901667158479,"Not Significant"
"217692_at",5.65846894872131,29.7095316900621,1.32196198713748,0.188067996847208,0.329957274234937,-4.50904103392231,"Not Significant"
"201109_s_at",-6.70077178834426,15.765591124472,-1.32195387778154,0.188070691269199,0.329957274234937,-4.50904443165198,"Not Significant"
"233287_at",-7.33173895542623,24.6663300068323,-1.32195258699118,0.18807112015103,0.329957274234937,-4.5090449724769,"Not Significant"
"223863_at",-6.12829940344261,19.7766675484472,-1.321858195211,0.188102485018231,0.329994810400951,-4.50908452006497,"Not Significant"
"223449_at",-23.3368384705246,223.733875961491,-1.32185187159989,0.188104586391514,0.329994810400951,-4.50908716938874,"Not Significant"
"205741_s_at",54.1614928754097,362.550257329193,1.32170678473055,0.188152804416823,0.330058978074238,-4.50914795125375,"Not Significant"
"201666_at",37.7540371613115,131.030149101242,1.32169043540133,0.188158238513614,0.330058978074238,-4.50915480014534,"Not Significant"
"1553452_at",-7.81456348983607,42.0920875670807,-1.32168732102862,0.188159273664306,0.330058978074238,-4.50915610477684,"Not Significant"
"204712_at",285.075939231148,1261.98012263354,1.32160458467161,0.188186775007809,0.330096628923707,-4.50919076250361,"Not Significant"
"225305_at",28.339799379459,256.020830010559,1.32155089626172,0.188204622492931,0.330117344159668,-4.50921325111393,"Not Significant"
"217550_at",-15.5345695863935,134.768828031056,-1.32151871086701,0.188215322396319,0.33012552136593,-4.5092267322757,"Not Significant"
"202182_at",-51.9865018836066,445.93060826087,-1.32140880325291,0.188251864149846,0.330179022628327,-4.50927276575066,"Not Significant"
"234800_at",-5.98405186566557,17.6472328850311,-1.32134507035858,0.188273056291116,0.330190726742924,-4.50929945781259,"Not Significant"
"220244_at",9.58543307967212,57.0033673229814,1.3213416293912,0.188274200514816,0.330190726742924,-4.50930089889362,"Not Significant"
"241380_at",-9.1259427813115,45.4631246795031,-1.3213342490271,0.18827665472222,0.330190726742924,-4.50930398978623,"Not Significant"
"216055_at",8.95589627872134,48.3151811993789,1.32129067740836,0.188291144166235,0.33020455545315,-4.50932223721829,"Not Significant"
"238465_at",-7.38981134370491,42.9128199037267,-1.32127421529498,0.188296618745648,0.33020455545315,-4.50932913126372,"Not Significant"
"238052_at",9.02948604065571,62.5402712621118,1.32118898920201,0.188324963114545,0.330243669081361,-4.50936482113867,"Not Significant"
"218018_at",-121.215246136065,783.830465080745,-1.32097966131675,0.188394594560291,0.330346253784298,-4.50945247133168,"Not Significant"
"234939_s_at",-5.51101204826229,20.1900238944099,-1.32097679808074,0.188395547128453,0.330346253784298,-4.50945367013885,"Not Significant"
"214871_x_at",-8.14474673755738,42.0761852012422,-1.32093018307482,0.188411055949513,0.330362853057521,-4.50947318700496,"Not Significant"
"203379_at",11.3763873783607,93.5070207186335,1.32087860558172,0.188428216898742,0.330382348040238,-4.50949478080187,"Not Significant"
"210301_at",-11.4774615581967,71.1314066975155,-1.32081219292281,0.188450315543042,0.330395862132869,-4.50952258439711,"Not Significant"
"238512_at",-21.4087812199673,118.432195442236,-1.32079587047415,0.188455747091955,0.330395862132869,-4.50952941756818,"Not Significant"
"209515_s_at",14.8856776097705,81.2575563167702,1.32077097185183,0.188464032720687,0.330395862132869,-4.50953984088089,"Not Significant"
"226690_at",117.698930785245,896.398699068323,1.32076527408388,0.188465928831191,0.330395862132869,-4.50954222611143,"Not Significant"
"215088_s_at",-79.7901765885243,597.824802795031,-1.32076275792648,0.18846676616579,0.330395862132869,-4.50954327943573,"Not Significant"
"206104_at",-7.04571338504918,25.8587770832298,-1.32074648413264,0.188472181875849,0.330395862132869,-4.50955009199248,"Not Significant"
"1563226_at",-7.33870787068851,32.1870733322981,-1.320608234025,0.188518194413501,0.330459857340261,-4.50960796316972,"Not Significant"
"237493_at",-5.68745103609836,23.1288529708075,-1.32060047904918,0.188520775679929,0.330459857340261,-4.50961120921186,"Not Significant"
"1563841_at",16.5532161609017,104.394951175155,1.32036275331623,0.18859991615435,0.330587984603074,-4.50971070644303,"Not Significant"
"215203_at",12.5506498204918,82.2509779006211,1.3203189167626,0.188614512334542,0.330592906952785,-4.50972905181738,"Not Significant"
"209963_s_at",-8.33210177486884,40.0524306341615,-1.32031800069184,0.188614817365984,0.330592906952785,-4.50972943518207,"Not Significant"
"205699_at",6.45757401157377,35.2961787695652,1.32001342323746,0.188716255328471,0.330760098095342,-4.50985688300156,"Not Significant"
"228562_at",41.3575682540984,352.864335838509,1.31997255560453,0.188729869173891,0.330773288566404,-4.50987398155522,"Not Significant"
"207454_at",-4.6287457512459,11.2604931242236,-1.31995450986426,0.188735880812183,0.330773288566404,-4.50988153152569,"Not Significant"
"212617_at",-13.4547027673771,91.7985629167702,-1.31984058612956,0.188773835900407,0.330829203085286,-4.50992919260154,"Not Significant"
"1559504_at",-6.08403110718032,15.9095110403727,-1.31973784055858,0.1888080717188,0.330878596148127,-4.50997217378617,"Not Significant"
"241763_s_at",11.8897328517049,78.6109261993789,1.3195660477537,0.188865325066993,0.330967878817357,-4.51004403204758,"Not Significant"
"244880_at",-5.17776427032786,16.5605256279503,-1.31954864528351,0.188871125504899,0.330967878817357,-4.51005131072759,"Not Significant"
"232765_x_at",-7.62283838770491,24.7529996093168,-1.31951370940838,0.188882770422996,0.330977676843706,-4.51006592257252,"Not Significant"
"234529_at",-5.69778463446558,16.4032665686957,-1.31947982582504,0.188894065098878,0.330986860535242,-4.51008009394281,"Not Significant"
"212399_s_at",-60.257671527869,570.87300515528,-1.31931132365649,0.188950240690574,0.331071613093482,-4.51015056258539,"Not Significant"
"1553865_a_at",-175.594063090164,988.963859130435,-1.31929841751375,0.18895454387896,0.331071613093482,-4.51015595965599,"Not Significant"
"1556630_at",-7.40745485544263,24.4496503765217,-1.31910281534971,0.189019770819587,0.331175285828396,-4.51023775003341,"Not Significant"
"211490_at",-6.57391499888524,16.8611504689441,-1.31895324068857,0.18906966039431,0.331252080688912,-4.51030028628112,"Not Significant"
"1557623_at",6.89019138265574,20.6296501161491,1.31891700004634,0.189081749679858,0.331262646236421,-4.51031543724257,"Not Significant"
"237995_at",30.8181069393443,228.298355289441,1.31869034262645,0.189157371937496,0.331384514424769,-4.51041018578297,"Not Significant"
"210002_at",-4.41059950214754,15.7973770347826,-1.31858820262948,0.189191457405478,0.331433608896012,-4.51045287775786,"Not Significant"
"239059_at",-4.78144327203277,18.5844818763975,-1.31854589049841,0.189205578861956,0.33144772754085,-4.51047056224117,"Not Significant"
"237751_x_at",-7.15697732448689,24.2704246820497,-1.3185269818841,0.189211889768438,0.331448163305438,-4.51047846497697,"Not Significant"
"236597_at",-6.1630067252459,18.8959169575155,-1.31844215348005,0.189240203877659,0.331487141479864,-4.51051391712777,"Not Significant"
"220605_s_at",-55.6602782368857,474.170281397516,-1.31824573168307,0.189305777841756,0.331584809791442,-4.51059599882417,"Not Significant"
"207868_at",-9.92442496960656,57.9856264720497,-1.31821725060627,0.189315287441772,0.331584809791442,-4.51060789965662,"Not Significant"
"1563229_at",6.1260941577213,30.6082214304348,1.3182058574922,0.189319091609468,0.331584809791442,-4.51061266020575,"Not Significant"
"1566183_at",-6.2539594381803,31.0409840931677,-1.31820247926798,0.189320219611513,0.331584809791442,-4.51061407177026,"Not Significant"
"241955_at",-19.951453562295,143.478701580745,-1.31817763645133,0.189328514877034,0.331588716474529,-4.51062445203941,"Not Significant"
"1555053_at",7.26411496032788,47.7592437658385,1.3181525042472,0.189336907047092,0.331592792619871,-4.5106349530337,"Not Significant"
"242983_at",18.7168980837705,96.5799323627329,1.31799652174066,0.189388999066745,0.331649192470584,-4.5107001229226,"Not Significant"
"211372_s_at",-5.61345581557378,17.7064696465839,-1.31798998874613,0.189391181062474,0.331649192470584,-4.51070285226218,"Not Significant"
"234037_s_at",6.78308271334427,29.8583299136646,1.31798899293121,0.189391513662573,0.331649192470584,-4.51070326829032,"Not Significant"
"209602_s_at",2.25814304558032,6.5068707910559,1.31798342233266,0.189393374238849,0.331649192470584,-4.51070559555029,"Not Significant"
"215266_at",-5.47003247793442,23.551461563354,-1.31792138072745,0.189414097013539,0.33166461646764,-4.51073151437647,"Not Significant"
"224917_at",-15.6811118483607,100.920783774534,-1.31792072941042,0.189414314571597,0.33166461646764,-4.51073178646783,"Not Significant"
"212267_at",61.2896767147539,600.693219068323,1.31786566316396,0.189432708906366,0.331679845684365,-4.51075479023545,"Not Significant"
"213481_at",5.89296949840982,24.9104886267081,1.31785837128443,0.189435144786203,0.331679845684365,-4.5107578363279,"Not Significant"
"202981_x_at",-97.5580490508198,701.736191428571,-1.31783143045556,0.189444144673704,0.331684981748263,-4.51076909038492,"Not Significant"
"227874_at",10.8291284265017,54.1168609786335,1.31775512071474,0.18946963852908,0.33171899473494,-4.51080096623214,"Not Significant"
"243212_at",-5.33644764660655,14.9008923279503,-1.31763759471556,0.189508907064508,0.331777121157604,-4.51085005531547,"Not Significant"
"236543_at",-4.42958972100983,15.1275541620497,-1.31758443183394,0.18952667217369,0.331797598575021,-4.51087225937433,"Not Significant"
"212854_x_at",176.197573327869,1907.79532621118,1.31743898526624,0.18957528147844,0.331872070787453,-4.51093300231074,"Not Significant"
"1554953_a_at",-9.52837375939342,27.5996513453416,-1.3174074178215,0.189585832773588,0.331879915694808,-4.51094618498777,"Not Significant"
"237258_at",7.8246726612623,44.2860375869565,1.31735968927478,0.189601786683472,0.331897217356688,-4.51096611602018,"Not Significant"
"211369_at",-7.02059530300002,31.6272076493789,-1.31734108020941,0.1896080072849,0.331897480336223,-4.51097388681793,"Not Significant"
"1562908_at",-6.57015827577053,37.8074193242236,-1.31720897268102,0.189652172291364,0.331964160584912,-4.51102904940987,"Not Significant"
"1557567_a_at",-8.39379350237703,36.4293819204969,-1.31717623170782,0.189663119143525,0.331972693894171,-4.51104271984964,"Not Significant"
"211561_x_at",-7.55611260459017,48.3545569819876,-1.31709551551663,0.189690108382109,0.332009305198533,-4.51107642013147,"Not Significant"
"209887_at",-3.8184049862459,15.1970693695652,-1.31704045724357,0.189708519968626,0.332025978127373,-4.51109940668607,"Not Significant"
"210100_s_at",-8.94905916218033,46.3039269093168,-1.31703070962251,0.189711779729293,0.332025978127373,-4.51110347617275,"Not Significant"
"1558806_at",4.53128706952459,16.9772875898137,1.31697742216861,0.189729600644055,0.332046538689982,-4.51112572237842,"Not Significant"
"1552343_s_at",14.4231747634426,80.2407292484472,1.31693933170101,0.189742339996138,0.332058204957713,-4.5111416236831,"Not Significant"
"215626_at",-10.9599539134426,72.4649383024845,-1.31686194339703,0.189768224463852,0.332092874325804,-4.5111739289571,"Not Significant"
"220790_s_at",-5.70767288321311,19.9124127304348,-1.31677726356878,0.189796550774371,0.332131064577029,-4.5112092759366,"Not Significant"
"240495_at",-6.78310802113114,37.874761,-1.31673849084211,0.189809521716633,0.332131064577029,-4.5112254596828,"Not Significant"
"1569172_a_at",8.42946405168849,46.366190778882,1.31671905768316,0.189816023090668,0.332131064577029,-4.51123357091557,"Not Significant"
"228333_at",-75.4698373688528,534.503894484472,-1.31669561995014,0.189823864417479,0.332131064577029,-4.51124335346951,"Not Significant"
"241939_at",-14.4752744940984,67.4885737310559,-1.31669150122543,0.1898252424027,0.332131064577029,-4.51124507254533,"Not Significant"
"202094_at",-7.01946739127869,23.0575014689441,-1.31668775604912,0.189826495417788,0.332131064577029,-4.5112466357048,"Not Significant"
"1569032_at",-5.67887146770493,20.779258578882,-1.31661421231373,0.189851102023776,0.332163488100799,-4.51127733047695,"Not Significant"
"224221_s_at",-6.50738779830492,15.9754848623602,-1.31656299043523,0.189868241480074,0.332182845442484,-4.51129870785295,"Not Significant"
"234613_at",8.1522119897705,33.2734380341615,1.31644047342639,0.189909241811638,0.332243945861106,-4.51134983689508,"Not Significant"
"244674_at",-18.7742942673771,142.885270917391,-1.3163636056073,0.189934968997335,0.33227196169839,-4.51138191318483,"Not Significant"
"1561062_a_at",6.53221180152458,29.5074907823603,1.31635317593485,0.189938459944149,0.33227196169839,-4.51138626525966,"Not Significant"
"218511_s_at",-32.1825700524591,309.120600906832,-1.31633815657105,0.189943487204082,0.33227196169839,-4.51139253245422,"Not Significant"
"232029_at",-7.38906290680328,29.7525895254658,-1.31624588401473,0.189974374713116,0.33231536144867,-4.51143103390823,"Not Significant"
"223371_s_at",-8.61586013149179,39.3654709503106,-1.31622176432827,0.18998244920324,0.332317395808832,-4.51144109760927,"Not Significant"
"1562634_at",-7.0296455467869,28.9205303627329,-1.31620609837437,0.189987693794101,0.332317395808832,-4.51144763397864,"Not Significant"
"241755_at",8.77654452137705,57.553801431677,1.31607797807107,0.190030589481968,0.332362083943223,-4.51150108731679,"Not Significant"
"227466_at",-52.7768980950818,414.277294248447,-1.31606717742723,0.190034205951791,0.332362083943223,-4.51150559324663,"Not Significant"
"1560798_at",10.3833580929508,57.4022706180124,1.31606478524031,0.190035006954647,0.332362083943223,-4.51150659124031,"Not Significant"
"214681_at",-12.0746027813115,86.1076487409938,-1.31605716746127,0.190037557718025,0.332362083943223,-4.51150976928103,"Not Significant"
"1557719_at",9.02335070737704,57.2009848993789,1.31602326969316,0.19004890847215,0.332363031375791,-4.51152391078467,"Not Significant"
"202932_at",11.7150950231148,75.6566133229814,1.31601924193855,0.190050257209561,0.332363031375791,-4.51152559106389,"Not Significant"
"201187_s_at",8.0420612082787,39.5089989701863,1.31596232896284,0.19006931589887,0.332385729946288,-4.51154933321435,"Not Significant"
"1566844_at",7.02007163603276,38.2369434236025,1.31578902533908,0.190127359569389,0.332476600283257,-4.51162162347365,"Not Significant"
"234963_s_at",8.78962182552458,47.4977346496894,1.31569182976883,0.190159918537676,0.332522901015366,-4.51166216271134,"Not Significant"
"207284_s_at",13.4892423570492,70.4111526248447,1.31566559780507,0.190168706538124,0.332527633042469,-4.51167310328947,"Not Significant"
"233018_at",-5.01540264304918,14.7064998559006,-1.3156040606868,0.190189323344061,0.332553047869665,-4.51169876778065,"Not Significant"
"1553593_a_at",-6.47375941845901,23.1093996095652,-1.31543414309942,0.1902462595316,0.332641964819003,-4.51176962710522,"Not Significant"
"1568904_at",7.81315932649181,38.899769021118,1.31534997273928,0.190274468128651,0.332680648042403,-4.51180472470577,"Not Significant"
"216560_x_at",-4.77368435973771,12.5902420142857,-1.31530967395035,0.190287974842147,0.332693624472191,-4.51182152784508,"Not Significant"
"244774_at",-21.7702599838361,65.2004801987578,-1.31525651003376,0.19030579457688,0.33271414058424,-4.51184369451866,"Not Significant"
"215791_at",-7.14191899209835,40.9217736248447,-1.31522676670071,0.19031576463001,0.332720932120798,-4.5118560956126,"Not Significant"
"229556_at",-14.8318435983607,108.565174881988,-1.31518783770576,0.190328814330805,0.332733107067523,-4.51187232613969,"Not Significant"
"1552478_a_at",-8.32958746701641,25.876513347205,-1.31510621601006,0.19035617755371,0.332766653669244,-4.51190635487885,"Not Significant"
"205927_s_at",-10.9291010367213,53.8768588832298,-1.31509428956508,0.190360176073397,0.332766653669244,-4.51191132693888,"Not Significant"
"212902_at",-7.45788316295084,53.1511444559006,-1.31501678313948,0.190386162787127,0.332801440321829,-4.51194363782189,"Not Significant"
"232394_at",-8.62628840478688,32.0257530242236,-1.31497118802541,0.190401451360209,0.332817524636959,-4.51196264465794,"Not Significant"
"239200_at",-9.83335162290164,19.1821739304348,-1.31489947848972,0.190425498249381,0.332848916777012,-4.51199253629894,"Not Significant"
"240093_x_at",-3.62155909618524,9.90589479919255,-1.31475695814877,0.190473297351199,0.332921822597641,-4.5120519402857,"Not Significant"
"205446_s_at",-7.9220924508197,58.2625485335404,-1.31470861840023,0.190489511774816,0.332939519733012,-4.51207208739479,"Not Significant"
"207863_at",-5.96326457045901,27.4225436149068,-1.31463609233823,0.190513840848573,0.332971398152215,-4.51210231357052,"Not Significant"
"203948_s_at",-4.74979597514752,21.8204625956522,-1.3145357495625,0.190547504925846,0.333012715967248,-4.51214413007135,"Not Significant"
"238664_s_at",-4.41635523513114,18.6280068863354,-1.31452236194179,0.190551996683559,0.333012715967248,-4.51214970894938,"Not Significant"
"235335_at",6.34607945554098,41.294017810559,1.31451116448516,0.190555753667148,0.333012715967248,-4.51215437510199,"Not Significant"
"203559_s_at",-5.81195790959016,24.6683015795031,-1.31447959215768,0.190566347147393,0.333020584596916,-4.51216753157074,"Not Significant"
"216533_at",-4.66604679809836,16.0850320909938,-1.31442163679656,0.190585794080385,0.33304077066945,-4.51219168129065,"Not Significant"
"1553924_at",-3.79360310936065,14.3373542751553,-1.31439427224618,0.1905949767733,0.33304077066945,-4.51220308361025,"Not Significant"
"208816_x_at",15.4534187706557,62.3655693913043,1.3143907099733,0.190596172185589,0.33304077066945,-4.51220456792893,"Not Significant"
"242859_at",39.3406591810934,209.022722021553,1.31435587764804,0.19060786136186,0.333050551914599,-4.51221908156803,"Not Significant"
"217699_at",-5.74727792078688,25.9385032937888,-1.31431287264783,0.190622293893238,0.333065125866445,-4.51223700001676,"Not Significant"
"232336_at",-17.1603851434428,151.647698580745,-1.31428512062599,0.190631607937296,0.333070755886992,-4.51224856286466,"Not Significant"
"231631_at",8.73411268795083,54.5311841900621,1.31416399191644,0.190672264723667,0.333122820906876,-4.51229902824606,"Not Significant"
"216030_s_at",-4.8823379739836,16.9217250126087,-1.31416003583428,0.190673592689176,0.333122820906876,-4.51230067637751,"Not Significant"
"225333_at",-5.08672299513114,25.0366535956522,-1.3140821404131,0.190699741784891,0.333149344120809,-4.51233312717949,"Not Significant"
"204960_at",-8.55637510829509,22.2862634614907,-1.31407850976717,0.190700960639213,0.333149344120809,-4.51233463964129,"Not Significant"
"1564590_a_at",-5.37587399855738,20.7966110735404,-1.31401196466696,0.190723301706764,0.333168072439611,-4.51236236041961,"Not Significant"
"226871_s_at",20.3629296672132,210.885512434783,1.31399722372886,0.190728250918685,0.333168072439611,-4.51236850088814,"Not Significant"
"239540_at",15.4268645468852,106.221204458385,1.31398070979422,0.190733795520555,0.333168072439611,-4.5123753798352,"Not Significant"
"1568873_at",-11.0145358321311,66.611118468323,-1.3139739787648,0.190736055517737,0.333168072439611,-4.51237818364916,"Not Significant"
"1558957_s_at",-4.00974108159508,14.3663195713665,-1.31387844771848,0.19076813297902,0.33321345826554,-4.51241797566533,"Not Significant"
"216318_at",-7.36659356737703,35.8722740024845,-1.31376796219928,0.190805236859248,0.33326762052453,-4.51246399326316,"Not Significant"
"58916_at",-6.97788895418032,36.2369225310559,-1.31369353511996,0.190830234410105,0.333296885376846,-4.51249499029393,"Not Significant"
"209856_x_at",-9.80593687173772,51.1045275360248,-1.31368177710693,0.190834183753492,0.333296885376846,-4.51249988705956,"Not Significant"
"1565329_at",-5.25107414726229,17.8597778368323,-1.31363490260679,0.1908499288113,0.333313737231133,-4.51251940808776,"Not Significant"
"1557211_a_at",5.84925508265573,29.0160837304348,1.3135847089133,0.190866789850142,0.333332536974368,-4.51254031065954,"Not Significant"
"1553272_at",9.65390820206554,50.8671141385093,1.31346377932037,0.190907417000128,0.333392839672991,-4.5125906672001,"Not Significant"
"206147_x_at",-35.6009514893442,297.070692409938,-1.31341118960553,0.190925086890347,0.333413048188371,-4.51261256479688,"Not Significant"
"238621_at",-8.18734075375409,43.7665340987578,-1.31336208396719,0.190941587244664,0.333427088584334,-4.51263301091144,"Not Significant"
"1569638_at",-4.4314615000164,18.1884958,-1.31335096472503,0.190945323651835,0.333427088584334,-4.51263764052794,"Not Significant"
"209938_at",-8.67029172377049,56.3372515111801,-1.31331531491899,0.190957303448796,0.333437358394957,-4.5126524834547,"Not Significant"
"241747_s_at",9.43943683834426,46.7093098080745,1.31324229345156,0.190981843399983,0.333469558582508,-4.51268288499626,"Not Significant"
"1561468_at",5.52981025918032,26.6223079080745,1.31317117490086,0.191005746099712,0.33349132831257,-4.51271249271649,"Not Significant"
"1565838_at",-5.37374299688525,29.9834101873913,-1.31316890150499,0.191006510216884,0.33349132831257,-4.51271343913982,"Not Significant"
"1552972_at",-5.44241266986557,16.2243741157764,-1.31299649119182,0.191064466125635,0.333581865034459,-4.51278520960481,"Not Significant"
"236074_at",-4.52749332632787,18.8999594242236,-1.31297435550615,0.191071908005911,0.333584205710099,-4.51279442352565,"Not Significant"
"211768_at",11.6469041924589,65.8288375304348,1.31295291600062,0.191079116040014,0.333586137987348,-4.51280334752059,"Not Significant"
"217604_at",-31.0767863327868,250.376259273292,-1.31284665374712,0.191114844749878,0.333637859979552,-4.51284757612228,"Not Significant"
"236226_at",-4.64511836580328,26.3477549049689,-1.31276781656049,0.191141355496739,0.33367348696629,-4.51288038759976,"Not Significant"
"210332_at",-10.0101591548197,46.8871305925466,-1.31270595897466,0.191162158389926,0.333699147855088,-4.51290613095784,"Not Significant"
"1564504_at",-5.01934183942623,22.1643802474534,-1.3126719251647,0.191173604780321,0.333708474598175,-4.51292029435739,"Not Significant"
"205782_at",-8.39832695747541,30.6267375039752,-1.31263090501177,0.191187401522786,0.333721903338068,-4.51293736470014,"Not Significant"
"216113_at",5.51605754570494,26.4729504014907,1.31260740696758,0.191195305202019,0.333725045074715,-4.51294714306847,"Not Significant"
"235873_at",-6.13760894170492,17.4226476708075,-1.31254567695854,0.191216069541205,0.333750633748296,-4.5129728303072,"Not Significant"
"235169_at",-23.8974499179672,81.5884493869565,-1.31249380662912,0.191233518640468,0.333770434516619,-4.51299441381194,"Not Significant"
"1558052_at",-8.77281063157375,45.6960869627329,-1.31243837502713,0.191252167053602,0.333771718825613,-4.51301747827105,"Not Significant"
"242951_at",-8.64033202981968,46.8263324937888,-1.31243720522036,0.191252560616946,0.333771718825613,-4.51301796500421,"Not Significant"
"233417_at",12.4666183654098,98.1589487453416,1.31243718198763,0.191252568433244,0.333771718825613,-4.51301797467088,"Not Significant"
"217714_x_at",-40.9054131554098,236.078247559006,-1.31236679919353,0.191276248740247,0.333795067408412,-4.51304725877193,"Not Significant"
"214476_at",-4.41438112778688,18.6120054006211,-1.31236112648058,0.19127815742063,0.333795067408412,-4.51304961894618,"Not Significant"
"53071_s_at",-22.6703591981966,151.726017062112,-1.31225309155072,0.191314510303334,0.333843027966357,-4.5130945658016,"Not Significant"
"236425_at",-8.4148041042131,42.7410765670807,-1.31224315930986,0.191317852679833,0.333843027966357,-4.51309869783231,"Not Significant"
"205785_at",-7.47176806737707,44.177019026087,-1.31217793848502,0.191339801730059,0.333870672738589,-4.51312583038116,"Not Significant"
"238744_at",-14.9507433032787,60.8067392385093,-1.31212176548294,0.191358707375773,0.333893005449829,-4.5131491978984,"Not Significant"
"232316_at",-8.18020934883607,36.4282193378882,-1.31205884708861,0.1913798849051,0.333919300714396,-4.51317537029935,"Not Significant"
"233247_x_at",-7.45055558506558,25.1532816596273,-1.31194996893663,0.19141653601489,0.333972591716314,-4.51322065789456,"Not Significant"
"1569213_at",-3.85020418536065,10.7466276273292,-1.31191843842494,0.191427150947219,0.333977952818939,-4.51323377225543,"Not Significant"
"239807_at",-8.37589641560657,31.9663372496894,-1.31190455335475,0.191431825576456,0.333977952818939,-4.51323954732132,"Not Significant"
"235823_at",7.91242796360655,43.7985311465838,1.31184212258185,0.191452844934432,0.334003966074985,-4.51326551274393,"Not Significant"
"236773_at",-3.58005526154098,12.0282634891304,-1.31172364143406,0.191492740193782,0.334062907057688,-4.51331478665805,"Not Significant"
"215648_at",5.50543498595081,24.1523212130435,1.3116736194193,0.191509585581157,0.334081634600529,-4.51333558851443,"Not Significant"
"221154_at",-4.64496606329835,23.7923630650932,-1.31164732095998,0.19151844227781,0.334086425407245,-4.51334652452792,"Not Significant"
"214075_at",30.9292227204918,256.960969571429,1.31124047564296,0.191655496871737,0.334314838293205,-4.51351568111119,"Not Significant"
"235503_at",-8.79449817524591,35.8609839083851,-1.31115976780059,0.191682693697799,0.33435161199321,-4.51354923149341,"Not Significant"
"1562834_at",-22.1643835490164,126.119332602484,-1.31099622810262,0.191737811882873,0.334437084945322,-4.51361720910805,"Not Significant"
"222218_s_at",-10.6180248070492,78.5199012130435,-1.31094224381438,0.191756008922774,0.334458155097861,-4.51363964665466,"Not Significant"
"221213_s_at",-49.893182947541,268.979379821739,-1.31087274082697,0.191779438898367,0.334488350828386,-4.51366853294269,"Not Significant"
"238331_at",-10.5363836927868,81.5169493354037,-1.3107996786004,0.191804071011383,0.334520641250035,-4.51369889690168,"Not Significant"
"242857_at",9.45431348834425,50.013597963354,1.31072397624997,0.191829595690139,0.334554486263425,-4.51373035634934,"Not Significant"
"203396_at",-188.097075762295,1414.16895642236,-1.31065552947258,0.19185267616672,0.334584066518306,-4.51375879910741,"Not Significant"
"233064_at",113.353033696722,727.709542795031,1.31060790132269,0.191868737750499,0.334601404583712,-4.51377858993109,"Not Significant"
"229480_at",-33.831902242623,251.778772565217,-1.310554155236,0.191886863677493,0.334622341452713,-4.51380092209518,"Not Significant"
"1562845_at",-4.7702414735574,20.9645065037267,-1.31051088866635,0.191901456299323,0.334637115620511,-4.51381889924864,"Not Significant"
"1553918_at",-7.28955229622953,35.1434778925466,-1.31044854505814,0.191922484529309,0.334663110879923,-4.51384480185835,"Not Significant"
"1552367_a_at",-5.78179796936559,16.2631349831056,-1.31036280177539,0.191951408162401,0.334702871580535,-4.51388042465667,"Not Significant"
"1557126_a_at",-5.20743274767214,18.1895097416149,-1.31030587921723,0.191970611537318,0.334725681213218,-4.513904072391,"Not Significant"
"235270_at",-7.25798597486885,11.4847252749689,-1.31022600268657,0.191997561061118,0.33476199537651,-4.51393725438344,"Not Significant"
"221328_at",-7.0033922492295,23.7358993521739,-1.31008828401381,0.192044032526171,0.334832344091597,-4.51399446034897,"Not Significant"
"AFFX-r2-Ec-bioB-3_at",295.44400737213,1759.58540496894,1.3100596804851,0.192053685480602,0.334838496608799,-4.51400634103507,"Not Significant"
"202440_s_at",-35.7715201393442,289.219161149068,-1.30998757331298,0.192078021392749,0.334859950248828,-4.51403629016948,"Not Significant"
"213231_at",-12.0943404587377,63.2937902484472,-1.30996960196047,0.192084087016092,0.334859950248828,-4.51404375417883,"Not Significant"
"230776_at",11.3263619096394,48.1616140956522,1.30996878034405,0.192084364328376,0.334859950248828,-4.51404409541693,"Not Significant"
"202612_s_at",4.89276071177048,25.3486163347826,1.30994163665657,0.19209352604308,0.334865244752117,-4.51405536876159,"Not Significant"
"235045_at",13.7460279222951,111.375353779503,1.30987839141223,0.192114874249292,0.334891782227963,-4.51408163496865,"Not Significant"
"201384_s_at",-121.787252011475,815.467293403727,-1.30984280117872,0.192126888379652,0.334902047508687,-4.51409641531213,"Not Significant"
"241919_x_at",-14.5216389239344,108.141618658385,-1.30975240660613,0.192157405217702,0.334944563722316,-4.51413395372479,"Not Significant"
"221500_s_at",-111.585723706557,1001.77029268323,-1.30970782104312,0.192172458446147,0.334960123869647,-4.51415246797903,"Not Significant"
