"","logFC","AveExpr","t","P.Value","adj.P.Val","B","colour"
"218236_s_at",42.9789689437705,95.3174847925466,4.27536698744433,3.2696394696968e-05,0.000311333225366898,-2.09645509072739,"Upregulated"
"227544_at",-66.538995609459,161.763547150932,-4.27522124495042,3.27155875313603e-05,0.000311435738640871,-2.09662259289081,"Downregulated"
"201483_s_at",-52.1419857227868,85.3186339968944,-4.27519873406343,3.27185529538759e-05,0.000311435738640871,-2.09664846437054,"Downregulated"
"226159_at",-157.403739745902,430.375847267081,-4.2751154138443,3.27295312035357e-05,0.000311448301566072,-2.09674422248061,"Downregulated"
"222160_at",52.5844000414754,136.572774426708,4.27510225378457,3.27312654924307e-05,0.000311448301566072,-2.09675934693908,"Upregulated"
"221759_at",-22.0260495213115,23.408604721118,-4.27500327639402,3.27443119797036e-05,0.000311479955498818,-2.09687309768811,"Downregulated"
"201656_at",145.342867054098,255.431606950311,4.2749905791964,3.27459859937303e-05,0.000311479955498818,-2.0968876899445,"Upregulated"
"211251_x_at",-33.4584344432786,84.7920875031056,-4.27444554468143,3.28179214244854e-05,0.000312109906746171,-2.09751404434983,"Downregulated"
"212091_s_at",-11.501090165082,13.1615437310559,-4.27391889735979,3.28875739797835e-05,0.000312717931712115,-2.09811921877748,"Downregulated"
"220980_s_at",-102.656031932131,253.02750415528,-4.27312151181111,3.29933032833208e-05,0.000313668728397768,-2.09903540814609,"Downregulated"
"236814_at",284.423410804918,733.711725900621,4.27255404879287,3.30687444343482e-05,0.000314331293801806,-2.09968735063568,"Upregulated"
"205932_s_at",185.182930341967,297.850112546584,4.27158724195383,3.31976572918949e-05,0.000315501809913846,-2.10079795825361,"Upregulated"
"205308_at",-477.522665769343,960.061787590062,-4.27145303546732,3.32155902634759e-05,0.000315576425671974,-2.10095211338452,"Downregulated"
"202659_at",-57.783840235246,178.968539888199,-4.27144209761614,3.32170522129348e-05,0.000315576425671974,-2.10096467691451,"Downregulated"
"208017_s_at",-167.247388113115,319.271254925466,-4.27069800365847,3.33166525474815e-05,0.00031645094196461,-2.10181931539056,"Downregulated"
"203462_x_at",-223.998586207868,556.029020677019,-4.270667974736,3.3320678059264e-05,0.00031645094196461,-2.10185380345076,"Downregulated"
"233020_at",-25.0857282173443,41.0587814888199,-4.27054558078729,3.33370903416733e-05,0.000316551826056093,-2.10199437062547,"Downregulated"
"243546_at",231.914866112623,436.695782248447,4.27027247033538,3.33737407366212e-05,0.000316844812428332,-2.1023080234382,"Upregulated"
"224471_s_at",-198.178880668853,464.967775403727,-4.27017431924999,3.33869216770768e-05,0.000316890103810163,-2.10242074154098,"Downregulated"
"230773_at",-189.341946232787,359.280353720497,-4.27011412604891,3.33950076327516e-05,0.000316890103810163,-2.10248986743424,"Downregulated"
"227573_s_at",-30.4135193402131,57.9401422838509,-4.27010749137295,3.33958990060203e-05,0.000316890103810163,-2.1024974866596,"Downregulated"
"202392_s_at",-93.7027289878689,237.041366540373,-4.26998417102391,3.34124713326415e-05,0.000316992342549396,-2.10263910566529,"Downregulated"
"230129_at",-81.7201461011475,200.438269409938,-4.2692508986346,3.35111746219211e-05,0.000317818855063482,-2.10348112824505,"Downregulated"
"200072_s_at",-336.734311629508,663.067949875776,-4.26922838172612,3.35142099655601e-05,0.000317818855063482,-2.10350698310056,"Downregulated"
"227230_s_at",-74.5081926934426,149.686456138509,-4.26920747693801,3.35170282267222e-05,0.000317818855063482,-2.10353098677251,"Downregulated"
"203534_at",-204.050915170492,581.268154906832,-4.26894704670234,3.35521569594787e-05,0.000318096788930033,-2.10383001624143,"Downregulated"
"219308_s_at",-2454.76752170492,4132.3769736646,-4.26864156845891,3.35934070832226e-05,0.000318407582035325,-2.10418075527967,"Downregulated"
"238178_at",41.4822441093278,69.322095631677,4.26861804171931,3.35965860221635e-05,0.000318407582035325,-2.10420776715009,"Upregulated"
"229234_at",-73.9850477245902,174.073908732919,-4.26832646747313,3.36360075513627e-05,0.000318725946771362,-2.10454252565877,"Downregulated"
"211812_s_at",-18.949311789918,29.5743046291925,-4.26819273071857,3.36541039094256e-05,0.000318842164485851,-2.10469606481064,"Downregulated"
"235502_at",-24.3050937040984,46.1251542608696,-4.26770559999742,3.37200981147108e-05,0.000319369788641182,-2.10525529844437,"Downregulated"
"228297_at",645.11929855082,1159.96915854037,4.26769542692167,3.37214776374127e-05,0.000319369788641182,-2.10526697684971,"Upregulated"
"233191_at",-34.626098677541,52.7249963590062,-4.26725389892873,3.37814033242989e-05,0.000319881923580887,-2.10577382109917,"Downregulated"
"1561167_at",107.51471372541,206.118762619876,4.26643550558982,3.38927485703859e-05,0.000320880697504043,-2.1067131908197,"Upregulated"
"207381_at",-31.9426033147705,30.8616133913043,-4.26633108858778,3.39069801485109e-05,0.000320959857967423,-2.10683303447913,"Downregulated"
"218052_s_at",-95.085316104918,233.19174415528,-4.26575367756617,3.39857822244383e-05,0.000321650102669407,-2.10749571815962,"Downregulated"
"200847_s_at",-2816.25380172131,5815.47502091925,-4.26555145334611,3.40134222324872e-05,0.000321855981405545,-2.10772779322889,"Downregulated"
"230988_at",-41.6985172188524,95.0284722329193,-4.2648115618554,3.41147343885227e-05,0.000322758799566098,-2.10857684087818,"Downregulated"
"208905_at",-2185.25386585246,3963.0163610559,-4.26425963881743,3.41904966472488e-05,0.000323419620101787,-2.10921012651952,"Downregulated"
"241489_at",42.2544540045902,113.456618962733,4.26397245445163,3.42299821055552e-05,0.000323737116696286,-2.10953962546674,"Upregulated"
"225784_s_at",-31.1556988662131,54.6723983118012,-4.26363314030501,3.42766913132582e-05,0.000324122811752403,-2.10992891648538,"Downregulated"
"208852_s_at",-196.403315008197,473.240895857143,-4.26321835003625,3.43338733946928e-05,0.000324607388527551,-2.11040477288211,"Downregulated"
"207621_s_at",-64.2343065729509,147.054742795031,-4.26286792301628,3.43822537525741e-05,0.000325008596805323,-2.11080676681584,"Downregulated"
"208137_x_at",262.42475267541,732.60217931677,4.26263838388228,3.44139796066576e-05,0.000325252261883147,-2.11107007197553,"Upregulated"
"233658_at",104.912036509443,221.824291902484,4.26254935503045,3.44262923208462e-05,0.000325312397622238,-2.11117219479819,"Upregulated"
"225952_at",-33.532137822459,67.5750850559006,-4.26227039950018,3.44648992977486e-05,0.000325620938155246,-2.11149216886117,"Downregulated"
"1558527_at",47.5696909407705,80.3638155149068,4.26197746859417,3.45054851166041e-05,0.000325948064746083,-2.11182815856959,"Upregulated"
"236902_at",-76.2502496393442,170.501073636646,-4.26179314210984,3.4531047184137e-05,0.000326133184452011,-2.11203957203498,"Downregulated"
"209794_at",-700.864315819673,1911.56989,-4.26166897681732,3.45482764365475e-05,0.000326239553396931,-2.11218198018971,"Downregulated"
"219187_at",-39.4258952760656,79.1291891242236,-4.26145206166252,3.4578395492086e-05,0.000326467583065067,-2.11243075888794,"Downregulated"
"228608_at",-511.775617213114,1312.79452904348,-4.26094966082773,3.46482514347316e-05,0.000327070640054204,-2.11300692765816,"Downregulated"
"230715_at",-39.1954342132787,66.7434109086957,-4.26081908451399,3.46664294564003e-05,0.000327185746681976,-2.11315666933864,"Downregulated"
"228063_s_at",-4760.25250081967,8194.71494388199,-4.2597605720162,3.48141267929617e-05,0.000328523020781011,-2.11437043461686,"Downregulated"
"213724_s_at",-36.7723484772131,55.5787624689441,-4.2595900495659,3.4837976630291e-05,0.000328691349829363,-2.11456594929429,"Downregulated"
"212708_at",-197.593877077049,538.254411180124,-4.25948502850546,3.48526730175312e-05,0.000328773274194879,-2.11468635997872,"Downregulated"
"212611_at",-118.337074518033,347.985366397516,-4.25911841089921,3.49040231750952e-05,0.000329200874089759,-2.11510668596085,"Downregulated"
"203897_at",-357.787490377049,597.442188484472,-4.25870409832291,3.49621409973263e-05,0.000329621624754248,-2.11558166563434,"Downregulated"
"218083_at",-42.1026459277049,91.2787299813665,-4.258623338369,3.49734804219818e-05,0.000329621624754248,-2.1156742476174,"Downregulated"
"231325_at",-367.174589175409,651.209530434783,-4.25861013774209,3.49753342440287e-05,0.000329621624754248,-2.11568938050629,"Downregulated"
"218357_s_at",-267.08068537541,643.943347018634,-4.2586025129051,3.49764050763094e-05,0.000329621624754248,-2.11569812142648,"Downregulated"
"226497_s_at",187.18216047459,302.165559950311,4.25858561999991,3.49787776282423e-05,0.000329621624754248,-2.11571748698917,"Upregulated"
"219060_at",-128.138255036066,181.436713552795,-4.25825963126362,3.5024591877155e-05,0.000329996477836196,-2.11609118169599,"Downregulated"
"220607_x_at",-82.5486626381966,237.983993242236,-4.25819380679361,3.50338497832711e-05,0.000330026832684416,-2.11616663680799,"Downregulated"
"226802_s_at",-162.085345167213,334.918284534162,-4.2580965527747,3.50475324026493e-05,0.000330098851699371,-2.11627811846626,"Downregulated"
"1566480_x_at",78.6004164616393,152.606038946584,4.25789553455498,3.50758297928081e-05,0.000330308472945536,-2.11650853908906,"Upregulated"
"242578_x_at",380.70852153705,673.076922832298,4.25740141950682,3.5145479610326e-05,0.000330890144421674,-2.11707489682534,"Upregulated"
"217583_at",-15.3061479305246,21.7159059080745,-4.25737149463835,3.51497020356851e-05,0.000330890144421674,-2.1171091955159,"Downregulated"
"218231_at",-97.2647263011475,189.221533652174,-4.25716983039446,3.51781697208224e-05,0.000331101124029258,-2.11734033091934,"Downregulated"
"202677_at",-1148.35961981967,2176.30671221118,-4.25697558702945,3.52056107404677e-05,0.000331302369575744,-2.1175629541929,"Downregulated"
"206070_s_at",-51.2843655478197,69.8177296534162,-4.25621124624282,3.53137895309234e-05,0.000332215477562363,-2.11843890445046,"Downregulated"
"219951_s_at",-78.5211721409837,201.216868167702,-4.25612235455373,3.53263912244085e-05,0.000332215477562363,-2.1185407694797,"Downregulated"
"228726_at",94.1233854967214,190.404118925466,4.25611586205152,3.53273118001792e-05,0.000332215477562363,-2.11854820947875,"Upregulated"
"219724_s_at",-76.2434719009837,156.988990313665,-4.25609074118053,3.5330873920108e-05,0.000332215477562363,-2.11857699634654,"Downregulated"
"223682_s_at",-42.5291260539344,90.6691389192547,-4.2560755904934,3.53330224421608e-05,0.000332215477562363,-2.11859435798494,"Downregulated"
