"logFC","AveExpr","t","P.Value","adj.P.Val","B","colour"
-194.643286355738,253.208009503106,-7.68665670408535,1.43779349377289e-12,3.52517306152613e-10,2.49513488780341,"Downregulated"
-3652.6203854918,4025.05372252174,-7.68157681637,1.48006069188293e-12,3.6037642202446e-10,2.4877766330299,"Downregulated"
-950.702502040984,1045.72939906832,-7.68122530473793,1.48303054331054e-12,3.6037642202446e-10,2.48726747665808,"Downregulated"
-231.065257309836,297.701292049689,-7.67744122178895,1.51537757121949e-12,3.6660738365675e-10,2.48178641061099,"Downregulated"
-541.552278218033,588.227402248447,-7.67460498196825,1.54007938842529e-12,3.70942028908161e-10,2.47767835894913,"Downregulated"
-656.203908357377,825.999239254658,-7.67182550235959,1.5646735635797e-12,3.7521283810842e-10,2.47365261047533,"Downregulated"
-349.155719878688,317.568138521739,-7.6701161144204,1.5799917617369e-12,3.77231657523865e-10,2.47117680861376,"Downregulated"
-470.921784222951,580.511825,-7.66766203315578,1.60224326409166e-12,3.80881088974832e-10,2.467622486251,"Downregulated"
-401.638634957377,506.374761900621,-7.66510783976901,1.62573203826555e-12,3.8479177139467e-10,2.46392324447972,"Downregulated"
-100.901115077049,167.436242329193,-7.65686641496412,1.70387087511368e-12,4.01216230942593e-10,2.45198771413666,"Downregulated"
-310.569479153607,308.819599372671,-7.65625629499705,1.709801221941e-12,4.01216230942593e-10,2.4511041492083,"Downregulated"
-6769.84622383607,6538.94220888199,-7.65454425762254,1.72655152010564e-12,4.03415403255451e-10,2.44862483151505,"Downregulated"
-351.832130172131,424.255539273292,-7.64872369750102,1.78472330292431e-12,4.15232964201646e-10,2.44019595519095,"Downregulated"
-300.106747071148,363.724531875776,-7.64271022508822,1.84686112820196e-12,4.27869204171365e-10,2.43148816656942,"Downregulated"
-271.05048555082,441.746700099379,-7.64094376875164,1.86551773569613e-12,4.30367857380532e-10,2.42893034305297,"Downregulated"
-99.0020881580328,131.366393895652,-7.63523888470259,1.92705404878605e-12,4.42696134946963e-10,2.42066996338093,"Downregulated"
-945.015282159017,827.145058695652,-7.62733861723441,2.01560198691599e-12,4.6110058006122e-10,2.40923148580011,"Downregulated"
-1299.25822750492,1161.18467881366,-7.62195119237831,2.0782834578262e-12,4.71745842714445e-10,2.40143172908472,"Downregulated"
-2173.39886316394,1810.12794807453,-7.62185738319832,2.07939182613958e-12,4.71745842714445e-10,2.40129591836134,"Downregulated"
-899.87351110164,1499.09826325466,-7.61438137784231,2.16962938770659e-12,4.90183829639908e-10,2.39047303933916,"Downregulated"
-3196.27440685246,4174.0389621118,-7.61129743924232,2.20797306090877e-12,4.96793938704474e-10,2.38600870142597,"Downregulated"
-420.936941092459,560.229459645963,-7.60840351756735,2.24456393879764e-12,5.02957103908856e-10,2.38181955458809,"Downregulated"
-2068.09905166557,1835.75592360248,-7.6061299250567,2.27373183474856e-12,5.0741342067297e-10,2.37852845871709,"Downregulated"
-387.330193383934,478.030835298137,-7.59603962450736,2.40777364918511e-12,5.35142375078032e-10,2.36392332430799,"Downregulated"
-1022.27005627049,1132.35652426087,-7.59425944698517,2.43222063324957e-12,5.38387300092795e-10,2.36134677141056,"Downregulated"
-875.08035511541,1034.00872459627,-7.59104594506678,2.47697496603609e-12,5.46083089790416e-10,2.35669580332726,"Downregulated"
-170.803136291147,177.107060602484,-7.59023470510092,2.48840134089475e-12,5.46398969130203e-10,2.3555217028589,"Downregulated"
-607.265298527869,748.676675093168,-7.57943454346959,2.64558635795701e-12,5.78589736485198e-10,2.33989165674344,"Downregulated"
-2456.09469863934,2613.06758409938,-7.57592483267814,2.69875219324953e-12,5.87865642095291e-10,2.33481276463109,"Downregulated"
-116.489483323115,125.627211363354,-7.57474875892473,2.71680307929318e-12,5.89449239525216e-10,2.33311091381976,"Downregulated"
-877.348182409836,1238.56609614907,-7.57293118158097,2.74493534804709e-12,5.93198972942587e-10,2.33048080972081,"Downregulated"
-515.712976768853,616.386194757764,-7.57108806686687,2.77375728733659e-12,5.97067636555623e-10,2.32781380401633,"Downregulated"
-103.980279729213,131.914895290683,-7.56921459984524,2.80336081238962e-12,6.01073538891774e-10,2.32510293206481,"Downregulated"
-440.914948504918,602.564921242236,-7.56848467423834,2.81497916884469e-12,6.01206976783529e-10,2.32404675803055,"Downregulated"
-223.634039870984,425.306457186335,-7.55945142053558,2.96276852110192e-12,6.30308828370613e-10,2.3109766813051,"Downregulated"
-233.991517178688,243.484322204969,-7.55816412667345,2.98444524328093e-12,6.32114662811622e-10,2.30911422048739,"Downregulated"
-937.366355278687,1457.3685257764,-7.55757726160363,2.99437947266959e-12,6.32114662811622e-10,2.30826515102175,"Downregulated"
-399.781136196066,594.715355118012,-7.54377918317644,3.23761243949072e-12,6.80832538958288e-10,2.28830385540975,"Downregulated"
-294.107125496721,313.506939968944,-7.54105484504819,3.28789925082081e-12,6.85573406084432e-10,2.28436299938497,"Downregulated"
-71.1015337634426,98.8759230621118,-7.54105256686027,3.28794162420507e-12,6.85573406084432e-10,2.28435970395319,"Downregulated"
-484.655615427705,560.331038673913,-7.54022928285332,3.30328981627139e-12,6.85573406084432e-10,2.28316881736805,"Downregulated"
-78.613936017541,72.3274009596273,-7.53985380215072,3.31031329138162e-12,6.85573406084432e-10,2.28262568541287,"Downregulated"
-451.751940654099,744.615963267081,-7.53903624297205,3.3256571322961e-12,6.86152089465243e-10,2.28144309609688,"Downregulated"
-200.655232752459,319.690027503106,-7.53448350146227,3.41239848051026e-12,7.01401830533452e-10,2.27485781574943,"Downregulated"
-218.494261468852,335.165844459627,-7.53086825943365,3.48286964941808e-12,7.13205610793758e-10,2.26962882329468,"Downregulated"
-324.694984049344,294.949489503106,-7.52974138996598,3.50512847464109e-12,7.15085445339559e-10,2.26799899375523,"Downregulated"
-1313.98402354099,1662.07940248447,-7.52794634099684,3.54087677490339e-12,7.1969307683213e-10,2.26540279819264,"Downregulated"
-81.3669052452459,121.51881042236,-7.52034542921642,3.69628956084502e-12,7.46811023885513e-10,2.25441014352755,"Downregulated"
-786.049318360656,695.999312074534,-7.51969925776444,3.70980873154721e-12,7.46811023885513e-10,2.25347567806972,"Downregulated"
-134.512763983607,178.280254372671,-7.51943870371758,3.71527386368285e-12,7.46811023885513e-10,2.2530988780297,"Downregulated"
-95.1783494132787,137.752083590062,-7.51285117073062,3.85612564290784e-12,7.72284503758192e-10,2.24357271661294,"Downregulated"
-135.113675025443,134.803298110559,-7.50531364813735,4.02378023613086e-12,8.02920381060054e-10,2.23267372600926,"Downregulated"
-129.785089766393,143.232706018634,-7.50322000340434,4.07161491975623e-12,8.09511075409715e-10,2.22964657013035,"Downregulated"
-214.413162293442,380.411639192547,-7.49327562967839,4.30661434880449e-12,8.53130940293064e-10,2.21526929886343,"Downregulated"
-257.090346554918,280.286330639752,-7.4887435789549,4.41811732378359e-12,8.70963564390239e-10,2.20871759999183,"Downregulated"
-4991.70702270492,4265.7272931677,-7.48832761750684,4.42849329493345e-12,8.70963564390239e-10,2.20811628991568,"Downregulated"
-115.962973236393,129.950487965217,-7.47923907332268,4.66131821197252e-12,9.12735680856991e-10,2.19497878099946,"Downregulated"
-70.2376142590164,66.1057625931677,-7.47829228217663,4.68625822427594e-12,9.12735680856991e-10,2.19361028196081,"Downregulated"
-1938.85874462295,2255.59169279503,-7.47811401068619,4.69096893133634e-12,9.12735680856991e-10,2.19335260891025,"Downregulated"
-393.671395594262,377.363420565217,-7.47153245642853,4.86820021263225e-12,9.4386115824705e-10,2.18384007513438,"Downregulated"
-386.504724606557,524.290872267081,-7.46835079833455,4.95623685213443e-12,9.545905202002e-10,2.17924181953657,"Downregulated"
-1601.78385383115,1181.93665250932,-7.46827123990345,4.95845830337187e-12,9.545905202002e-10,2.1791268411137,"Downregulated"
-586.466354372132,779.453093291925,-7.46674379058849,5.00129964729213e-12,9.59459853388411e-10,2.17691938403957,"Downregulated"
-1787.17116893443,2022.40143962733,-7.46604336353319,5.02106723331397e-12,9.59884094340704e-10,2.17590714781095,"Downregulated"
-1366.06556251311,1391.73370018634,-7.46538229164274,5.03979502387319e-12,9.60107292439954e-10,2.17495179523783,"Downregulated"
-2726.93239109836,3598.28107732919,-7.46418007801972,5.07403032609991e-12,9.63272944720529e-10,2.17321442979139,"Downregulated"
-188.021889486885,278.783696496894,-7.46087738308425,5.16926946958426e-12,9.77213308099857e-10,2.16844172283871,"Downregulated"
-354.731237607377,419.082924610559,-7.46039910413993,5.18320730405045e-12,9.77213308099857e-10,2.16775058219435,"Downregulated"
-535.291529607377,494.321063621118,-7.45848955822523,5.23922609573146e-12,9.8438036695573e-10,2.16499122312965,"Downregulated"
-146.726152066885,187.74150284472,-7.45108252810132,5.46224460816498e-12,1.02276789024459e-09,2.15428849480867,"Downregulated"
-182.681232421639,240.383962913043,-7.44977784980566,5.50248860609728e-12,1.02678690968727e-09,2.15240342374412,"Downregulated"
-146.659925598197,298.314763018634,-7.44568063361957,5.63078752519276e-12,1.0464182237654e-09,2.14648376255174,"Downregulated"
-614.733246954918,400.797125186335,-7.44520192532527,5.64596938291344e-12,1.0464182237654e-09,2.14579214652594,"Downregulated"
-2607.74849718033,3673.23544571429,-7.44412408430173,5.68030064395499e-12,1.04772257205331e-09,2.14423494769886,"Downregulated"
-410.952142606558,577.296578590062,-7.44377910359171,5.69133249016613e-12,1.04772257205331e-09,2.14373654563139,"Downregulated"
-718.929511855737,688.954411180124,-7.44199191634238,5.748823624719e-12,1.05475480430037e-09,2.14115459121304,"Downregulated"
-3587.3863125082,5119.03911929193,-7.43559582797718,5.95932268188965e-12,1.08832686418294e-09,2.13191467892463,"Downregulated"
-417.435336429672,582.942688341615,-7.43522925505339,5.97161516698456e-12,1.08832686418294e-09,2.1313851460771,"Downregulated"
